CNPJ,IbovCorrelation,SELICCorrelation,flowCorrelation,avgTicketCorrelation,vol,resultKmeans,DENOM_SOCIAL
03.074.954/0001-37,-0.7176595480178237,0.8211252282203433,0.15778451810083055,-0.021508254971166155,0.09045039480780244,2,CSHG TOP II FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO
03.536.908/0001-02,-0.833034229998124,0.7537259001153133,0.11290681309667144,0.23808912888731,0.11386520057630035,2,CSHG VERDE AM STAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO
01.221.890/0001-24,-0.8389950835997642,0.8475304108600424,-0.031935984094862466,-0.4465237497868105,0.08506214282210348,2,CSHG VERDE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO
33.346.346/0001-03,0.008178692309840505,-0.5205907371779515,-0.002762063488132033,0.13887660782084774,0.09619717839397897,0,
34.309.551/0001-53,-0.0029497134772039947,0.8999033964244283,0.16376097953909774,-0.7281929532366891,0.09023331746475156,1,
29.242.437/0001-13,0.3620572450370851,-0.9113639193531438,0.2098807998169,-0.473477450769476,0.15676965407916915,4,
30.317.454/0001-51,0.5824391479984732,-0.9110952126214636,0.00791381069908632,-0.54086447603791,0.16767948395056967,4,
26.491.375/0001-95,-0.5320894048881001,0.9162166859887282,0.06667771313282712,-0.9782630935249408,0.039114671427515964,2,
27.945.311/0001-80,-0.02286473381100208,0.9159582854071506,-0.2317500000843045,-0.21339686395604876,0.0405273898245171,1,
19.628.666/0001-17,0.7588309344863428,-0.8036830535383918,-0.060570506966453073,0.4170622778345572,0.1547850325482728,3,EXPLORITAS ALPHA AMERICA LATINA FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO
17.412.472/0001-54,0.17566187286272647,-0.03135824456985447,0.11755511049138895,-0.6285928837080208,0.3133263298188038,1,FOF MULTI GLOBAL EQUITIES MULTIMERCADO INVESTIMENTO NO EXTERIOR FDO DE INV EM COTAS DE FDOS DE INVES
34.660.333/0001-69,-0.3471316489745909,-0.921594243934364,-0.3624522488586449,0.7246170009348369,0.034290944015679704,3,
03.737.200/0001-10,0.4945248526773986,-0.7583010804379519,0.04263168930868038,0.4799416283039441,0.062099662138778926,3,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA ESTRATÉGICO MULTIMERCADO LONGO PRAZO
18.961.501/0001-08,0.15977145536929133,-0.5788086540464086,-0.020468866283471956,-0.03363880559277496,0.07273118960937247,0,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO GARDE DUMAS
14.655.180/0001-54,-0.6363967536751601,0.6725709892078551,0.09591366905291934,-0.01422324603429988,0.09296287155149924,2,FUNDO DE INVESTIMENTO MULTIMERCADO SCULPTOR CRÉDITO PRIVADO
01.823.373/0001-25,0.6624331464655302,-0.7706454034239743,0.5812729813348172,-0.6262155802146873,0.11874294498561422,4,GAP ABSOLUTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO
