CNPJ,IbovCorrelation,SELICCorrelation,flowCorrelation,avgTicketCorrelation,vol,resultKmeans,DENOM_SOCIAL
03.804.917/0001-37,0.5630594883642976,-0.5450585363528332,-0.04762821413585186,-0.7674538916465339,0.1151399036628986,4,GAP MULTIPORTFOLIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO
26.179.685/0001-79,0.33529927338224064,-0.5322366323191677,-0.1817571962296034,-0.6236954571939197,0.07306434092513353,4,GARDE DARTAGNAN ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO
19.212.817/0001-51,0.01052916913046119,-0.4482524406886952,-0.16791879679463756,-0.5646401340504436,0.07326377403461817,0,GARDE D'ARTAGNAN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO
24.592.505/0001-50,0.5240002039248564,-0.7501973618911489,0.26164387357913865,-0.2507554261907565,0.14483434819533647,4,GAUSS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO
20.725.810/0001-12,-0.6976610251141576,0.19018803158980865,-0.04782713092829307,-0.7992797790849906,0.14349716741692267,2,GAUSS II FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO
29.826.089/0001-21,0.2926322281652157,-0.9265951966166488,0.11749972315236408,-0.6705749025273976,0.08583309160105441,4,
11.052.478/0001-81,0.6908322761400439,-0.7758415882306884,0.07522759683165414,-0.7993133682954684,0.14187886814943712,4,GIANT ZARATHUSTRA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO
26.525.548/0001-49,0.8276006240603009,-0.8408049451490381,0.2779317602735215,0.6737274587619204,0.14108490560266998,3,GIANT ZARATHUSTRA II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO
19.203.036/0001-09,-0.5578001948490366,-0.16654613961244974,0.10014450586194054,0.08059719206663526,0.07298826576303379,0,GRDP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO
26.470.660/0001-20,-0.5815807669973271,0.7406888679692093,-0.0833651540850644,-0.41175176914278816,0.05888166147751271,2,
24.193.691/0001-55,0.7084337232768753,-0.5960008445383403,-0.04852910104364095,-0.8347764463196219,0.08029367870603935,4,GRIPEN ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO
18.489.908/0001-76,0.7690233058126719,-0.8729657918737834,-0.05632698505363081,0.6797343371170691,0.07996177060522787,3,GROWLER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO
06.867.811/0001-70,0.7656994841151029,-0.8572435664741489,-0.016738239433192158,-0.6869811226418848,0.17144234823549556,4,HEDGE ALTERNATIVE INVESTMENTS FICFI MULTIMERCADO CRÉDITO PRIVADO
12.154.412/0001-65,0.4688567744011825,-0.8778173883219134,0.6308641080195034,-0.1985059999507442,0.09989002720145776,4,IBIUNA HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO
15.799.713/0001-34,0.42679288358304907,-0.7722290321950662,0.3108658590120065,-0.5546753056720172,0.14585971114794646,4,IBIUNA HEDGE STH FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO
17.137.326/0001-68,-0.8134284964351729,0.8747841740514716,-0.16534890687020615,-0.7629503952071366,0.14585720022835166,2,IBIUNA HEDGE STHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO
15.603.942/0001-31,-0.7978205435005824,0.7808603248128942,0.01253740044911615,0.11236326578750178,0.14742815285718694,2,IBIUNA HEDGE STR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO
