data,valor
2016-12-30,13.649989315282562
2017-02-01,13.649989315282562
2017-03-01,13.649989315282562
2017-04-01,13.649989315282562
2017-05-01,13.649989315282562
2017-06-01,13.649989315282562
2017-09-01,13.649989315282562
2017-10-01,13.649989315282562
2017-11-01,13.649989315282562
2017-12-01,12.89990755373318
2017-01-13,12.89990755373318
2017-01-16,12.89990755373318
2017-01-17,12.89990755373318
2017-01-18,12.89990755373318
2017-01-19,12.89990755373318
2017-01-20,12.89990755373318
2017-01-23,12.89990755373318
2017-01-24,12.89990755373318
2017-01-25,12.89990755373318
2017-01-26,12.89990755373318
2017-01-27,12.89990755373318
2017-01-30,12.89990755373318
2017-01-31,12.89990755373318
2017-01-02,12.89990755373318
2017-02-02,12.89990755373318
2017-03-02,12.89990755373318
2017-06-02,12.89990755373318
2017-07-02,12.89990755373318
2017-08-02,12.89990755373318
2017-09-02,12.89990755373318
2017-10-02,12.89990755373318
2017-02-13,12.89990755373318
2017-02-14,12.89990755373318
2017-02-15,12.89990755373318
2017-02-16,12.89990755373318
2017-02-17,12.89990755373318
2017-02-20,12.89990755373318
2017-02-21,12.89990755373318
2017-02-22,12.89990755373318
2017-02-23,12.149954341558988
2017-02-24,12.149954341558988
2017-01-03,12.149954341558988
2017-02-03,12.149954341558988
2017-03-03,12.149954341558988
2017-06-03,12.149954341558988
2017-07-03,12.149954341558988
2017-08-03,12.149954341558988
2017-09-03,12.149954341558988
2017-10-03,12.149954341558988
2017-03-13,12.149954341558988
2017-03-14,12.149954341558988
2017-03-15,12.149954341558988
2017-03-16,12.149954341558988
2017-03-17,12.149954341558988
2017-03-20,12.149954341558988
2017-03-21,12.149954341558988
2017-03-22,12.149954341558988
2017-03-23,12.149954341558988
2017-03-24,12.149954341558988
2017-03-27,12.149954341558988
2017-03-28,12.149954341558988
2017-03-29,12.149954341558988
2017-03-30,12.149954341558988
2017-03-31,12.149954341558988
2017-03-04,12.149954341558988
2017-04-04,12.149954341558988
2017-05-04,12.149954341558988
2017-06-04,12.149954341558988
2017-07-04,12.149954341558988
2017-10-04,12.149954341558988
2017-11-04,12.149954341558988
2017-12-04,12.149954341558988
2017-04-13,11.149890058048427
2017-04-17,11.149890058048427
2017-04-18,11.149890058048427
2017-04-19,11.149890058048427
2017-04-20,11.149890058048427
2017-04-24,11.149890058048427
2017-04-25,11.149890058048427
2017-04-26,11.149890058048427
2017-04-27,11.149890058048427
2017-04-28,11.149890058048427
2017-02-05,11.149890058048427
2017-03-05,11.149890058048427
2017-04-05,11.149890058048427
2017-05-05,11.149890058048427
2017-08-05,11.149890058048427
2017-09-05,11.149890058048427
2017-10-05,11.149890058048427
2017-11-05,11.149890058048427
2017-12-05,11.149890058048427
2017-05-15,11.149890058048427
2017-05-16,11.149890058048427
2017-05-17,11.149890058048427
2017-05-18,11.149890058048427
2017-05-19,11.149890058048427
2017-05-22,11.149890058048427
2017-05-23,11.149890058048427
2017-05-24,11.149890058048427
2017-05-25,11.149890058048427
2017-05-26,11.149890058048427
2017-05-29,11.149890058048427
2017-05-30,11.149890058048427
2017-05-31,11.149890058048427
2017-01-06,10.15010652023809
2017-02-06,10.15010652023809
2017-05-06,10.15010652023809
2017-06-06,10.15010652023809
2017-07-06,10.15010652023809
2017-08-06,10.15010652023809
2017-09-06,10.15010652023809
2017-12-06,10.15010652023809
2017-06-13,10.15010652023809
2017-06-14,10.15010652023809
2017-06-16,10.15010652023809
2017-06-19,10.15010652023809
2017-06-20,10.15010652023809
2017-06-21,10.15010652023809
2017-06-22,10.15010652023809
2017-06-23,10.15010652023809
2017-06-26,10.15010652023809
2017-06-27,10.15010652023809
2017-06-28,10.15010652023809
2017-06-29,10.15010652023809
2017-06-30,10.15010652023809
2017-03-07,10.15010652023809
2017-04-07,10.15010652023809
2017-05-07,10.15010652023809
2017-06-07,10.15010652023809
2017-07-07,10.15010652023809
2017-10-07,10.15010652023809
2017-11-07,10.15010652023809
2017-12-07,10.15010652023809
2017-07-13,10.15010652023809
2017-07-14,10.15010652023809
2017-07-17,10.15010652023809
2017-07-18,10.15010652023809
2017-07-19,10.15010652023809
2017-07-20,10.15010652023809
2017-07-21,10.15010652023809
2017-07-24,10.15010652023809
2017-07-25,10.15010652023809
2017-07-26,10.15010652023809
2017-07-27,9.14993146517089
2017-07-28,9.14993146517089
2017-07-31,9.14993146517089
2017-01-08,9.14993146517089
2017-02-08,9.14993146517089
2017-03-08,9.14993146517089
2017-04-08,9.14993146517089
2017-07-08,9.14993146517089
2017-08-08,9.14993146517089
2017-09-08,9.14993146517089
2017-10-08,9.14993146517089
2017-11-08,9.14993146517089
2017-08-14,9.14993146517089
2017-08-15,9.14993146517089
2017-08-16,9.14993146517089
2017-08-17,9.14993146517089
2017-08-18,9.14993146517089
2017-08-21,9.14993146517089
2017-08-22,9.14993146517089
2017-08-23,9.14993146517089
2017-08-24,9.14993146517089
2017-08-25,9.14993146517089
2017-08-28,9.14993146517089
2017-08-29,9.14993146517089
2017-08-30,9.14993146517089
2017-08-31,9.14993146517089
2017-01-09,9.14993146517089
2017-04-09,9.14993146517089
2017-05-09,9.14993146517089
2017-06-09,9.14993146517089
2017-08-09,8.150083535402697
2017-11-09,8.150083535402697
2017-12-09,8.150083535402697
2017-09-13,8.150083535402697
2017-09-14,8.150083535402697
2017-09-15,8.150083535402697
2017-09-18,8.150083535402697
2017-09-19,8.150083535402697
2017-09-20,8.150083535402697
2017-09-21,8.150083535402697
2017-09-22,8.150083535402697
2017-09-25,8.150083535402697
2017-09-26,8.150083535402697
