,CNPJ,IbovCorrelation,SELICCorrelation,flowCorrelation,avgTicketCorrelation,vol
0,00.756.851/0001-69,0.36034798806879353,0.530782715769684,-0.13169552458603004,-0.7216326035922127,0.012095666298442475
1,00.822.933/0001-64,,,,,0.01692395895104408
2,00.824.198/0001-28,-0.08088929334649701,-0.6322804093577358,0.006103408335512469,0.49430343257178866,0.014604862627261121
3,00.826.386/0001-95,-0.48603482590979635,,-0.020690934680650565,0.6513799158932062,0.012393441963652043
4,00.826.907/0001-04,-0.15672867505083685,0.7084495151833379,0.05317539960520019,-0.6349252472627389,0.014587945357286575
5,00.826.911/0001-72,-0.1350297565937577,0.7009922493601367,0.16081159074618812,0.6664762932065686,0.00976290424619442
6,00.829.282/0001-34,-0.5994588021076596,0.5403660165977204,-0.005280087110604601,-0.8388731385201659,0.012132450441965498
7,00.829.288/0001-01,-0.34517534171289754,0.4158839611400897,0.03544168633856714,-0.4112197738845639,0.017077646501887485
8,00.829.292/0001-70,-0.38437622899045254,0.3228716343390514,-0.11508963984564889,-0.4769410436339424,0.016414425020955758
9,00.832.414/0001-87,-0.024148563611182398,0.635924288582261,0.010580495176679253,-0.8794334672795407,0.012235695784531434
10,00.832.445/0001-38,-0.10354361019893635,0.7008306651841503,0.023506578964160283,-0.9250592583208552,0.010053907718145043
11,00.834.072/0001-34,-0.006145179753742554,0.7041219809112503,0.03145369124190919,0.4663120894746816,0.013401482069495492
12,01.129.004/0001-37,-0.4375158170019073,-0.794026400977431,0.031856537330360715,0.770581707166862,0.01722259625018698
13,01.433.414/0001-77,-0.08917677788739681,0.6724897953998585,-0.03517789040782509,-0.7254635555455919,0.013616719401277238
14,01.616.137/0001-38,,,,,0.016664604437563103
15,01.624.178/0001-76,-0.5116168769808093,,0.013015134362389828,-0.8429930583789668,0.017367971759330098
16,01.972.291/0001-42,-0.281471544673524,,-0.08808362529402046,0.13016919694915083,0.013389713350058148
17,01.972.663/0001-30,-0.00886721100932064,,0.033982250993101336,0.5748177865544886,0.015697938289328354
18,01.996.007/0001-78,-0.3149046634480869,-0.7726308509586798,0.21725179092370658,0.31860976461020324,0.015128365269192917
19,02.294.026/0001-15,,,,,0.01751751951700301
20,02.567.996/0001-47,-0.03140677955136772,0.7438144706695407,0.0012365699669588724,-0.9493460736753346,0.016644990069392192
21,02.887.948/0001-36,0.01985819412302717,-0.18703509089391634,-0.08272634713661059,0.2727675789083652,0.015087243283268808
22,02.939.538/0001-91,-0.034869318855981594,0.7117453453420325,-0.06236657648091063,0.7465885580573502,0.011757057781528548
23,03.182.559/0001-78,-0.051604915155994226,0.7288535008920224,-0.10794976655914218,-0.9805722094668713,0.010667526931954475
24,03.336.760/0001-62,-0.0069206919495403574,,-0.06775146167967042,-0.5979931790637799,0.01698757402234496
25,03.336.931/0001-53,0.00537240055202381,,-0.003717857879993829,0.2544515540553395,0.01502262023116072
26,03.504.010/0001-52,0.20588717141427773,0.4608074860520414,0.05529869248941544,-0.9260586865988443,0.016234101574966273
27,03.652.358/0001-97,-0.02889255790464894,0.6857864226555086,-0.041211703548350034,0.6758217867691965,0.014206569099789868
28,03.721.554/0001-76,0.0661696582931492,,0.03664128930228102,-0.9208751008382862,0.016556639255397312
29,03.737.211/0001-08,0.36333606140401253,-0.7779798750820169,0.24711815487383995,-0.8450381742585629,0.016061219721297808
30,04.061.224/0001-64,0.013051882376788445,-0.7931628520163989,-0.21397565296335166,-0.9870968889292188,0.016561424281454115
31,04.061.548/0001-00,-0.05862627264516607,0.7408374491083725,-0.05616174289069275,0.8822512086386943,0.015703173036393615
32,04.128.562/0001-76,-0.19443075672637977,-0.337662228759595,-0.08202206661611441,0.9772621174968336,0.017025439690724828
33,04.220.338/0001-00,0.12476415000958332,-0.2381982086639506,-0.04351954409424935,-0.9850223432438663,0.014924674340594525
