,CNPJ,IbovCorrelation,SELICCorrelation,flowCorrelation,avgTicketCorrelation,vol
0,00.982.697/0001-43,,,,,0.01800111062852774
1,01.309.845/0001-26,,,,,0.015008339700104753
2,01.361.072/0001-27,-0.16019550607787675,0.5695957942003822,0.07651383824363149,-0.814426240987767,0.01357950012098224
3,01.361.073/0001-71,-0.1306873466570158,,-0.023542064721729098,-0.42503057746794987,0.017848115350065922
4,02.887.434/0001-80,-0.006011756844013327,0.6267382764919404,-0.18310075070939838,0.41976829629781903,0.01654150756838091
5,02.937.706/0001-00,,,,,0.018315053166592477
6,03.102.098/0001-86,,,,,0.02062128072556414
7,03.322.891/0001-90,,,,,0.0931168040237287
8,03.322.908/0001-00,,,,,0.016264716001911327
9,03.381.437/0001-00,-0.13027874992241417,,0.09400509606512669,-0.33911512462291776,0.01815229506591246
10,03.432.232/0001-07,,,,,0.013235122987351359
11,03.534.590/0001-20,,,,,0.014876357865404264
12,03.657.168/0001-62,,,,,0.01676994109972787
13,03.877.060/0001-85,,,,,0.016753433051357517
14,03.998.582/0001-35,-0.221698694288675,,0.029460523221510177,-0.9010634444917962,0.01547783698147255
15,04.052.699/0001-94,,,,,0.017134494143934725
16,04.187.008/0001-60,,,,,0.019336315703861434
17,04.222.437/0001-20,,,,,0.021369005237056794
18,04.260.579/0001-82,,,,,0.014530942640462173
19,04.385.343/0001-72,,,,,0.009660304924094098
20,04.389.256/0001-93,0.37370450060315796,,-0.1655357495167741,-0.2549705277765041,0.017577701519357277
21,04.418.668/0001-04,,,,,0.0170009771898755
22,04.455.642/0001-36,,,,,0.01585209418382921
23,04.526.508/0001-89,,,,,0.01484456886343527
24,04.530.186/0001-41,,,,,0.017822280618575572
25,04.579.712/0001-68,,,,,0.0160570176660206
26,04.657.834/0001-25,,,,,0.017989243132361034
27,04.682.487/0001-90,,,,,0.013542900097188098
28,04.696.422/0001-02,,,,,0.013397513298386343
29,04.738.488/0001-00,,,,,0.01639871038663741
30,04.804.980/0001-36,,,,,0.019162246314585223
31,04.839.905/0001-00,,,,,0.02213198457775013
32,05.091.439/0001-90,,,,,0.017386392648342092
33,05.117.996/0001-33,,,,,0.016857001901956766
34,05.200.990/0001-25,,,,,0.024131701065730364
35,05.222.507/0001-03,,,,,0.014466524910097608
36,05.290.139/0001-30,,,,,0.017484043159016676
37,05.395.859/0001-60,,,,,0.01658205101579578
38,05.406.144/0001-66,,,,,0.01718283727722764
39,05.406.342/0001-20,,,,,0.05242707371243018
40,05.424.498/0001-33,-0.1032548764248503,,0.5436400646339594,-0.9711637346299286,0.019299988303383458
41,05.458.523/0001-08,,,,,0.00995529011820477
42,05.458.910/0001-36,,,,,0.013551149703658836
43,05.491.225/0001-01,,,,,0.015564969396304569
44,05.513.229/0001-43,,,,,0.018024547619833936
45,05.586.694/0001-04,,,,,0.03262642896827182
46,05.629.454/0001-40,-0.5009430979201109,,-0.023667196763446845,0.3436737946394012,0.014418171744869295
47,05.785.303/0001-80,,,,,0.014554120209254926
48,05.903.152/0001-18,-0.3944214201452713,,0.025874264063672936,-0.79958364847312,0.017499031222265635
49,05.926.147/0001-20,,,,,0.025732130165374737
50,05.926.162/0001-79,0.26067805867330507,,-0.03357142933992836,-0.8571089301289038,0.01618558302966706
51,05.936.434/0001-11,,,,,0.006647981751257363
52,06.010.899/0001-00,,,,,0.02373401394031547
53,06.086.398/0001-07,,,,,0.022645734831301483
54,06.124.238/0001-05,,,,,0.012838130915317438
55,06.279.711/0001-23,-0.11162232270594415,,,-0.9729939231901336,0.11683673103568805
56,06.279.728/0001-80,,,,,0.016296965898763466
57,06.279.743/0001-29,,,,,0.01642449338081705
58,06.866.860/0001-99,,,,,0.01350230407735997
59,06.867.825/0001-94,,,,,0.01333630506754912
60,06.867.850/0001-78,,,,,0.015179477427187315
61,06.929.716/0001-54,,,,,0.012860266116049325
62,06.970.146/0001-46,,,,,0.014021833306398777
63,06.970.386/0001-40,,,,,0.013943408710023173
64,07.019.857/0001-00,,,,,0.014107493416090475
65,07.048.645/0001-43,-0.48911269723592005,,0.12480721619639487,-0.8398753711355716,0.015105716409188185
66,07.050.742/0001-70,,,,,0.01256612890292053
67,07.082.784/0001-93,,,,,0.013162141265758136
68,07.096.326/0001-03,,,,,0.016640392406639646
69,07.190.731/0001-96,-0.22629983148957097,,-0.051900806622903015,-0.87558645089861,0.01818518092969356
70,07.192.395/0001-10,-0.08127210730669916,-0.829132508427021,0.039145894018969764,0.8434035295500857,0.01651908421339792
71,07.287.884/0001-56,,,,,0.019715534717291473
72,07.287.974/0001-47,,,,,0.018591250435725043
73,07.291.225/0001-93,0.2413911530454356,,-0.19796595866795674,-0.9872670401627177,0.013655187259243612
74,07.325.043/0001-96,,,,,0.014560155597389289
75,07.336.677/0001-44,-0.22675020432934695,,0.09907807090493724,-0.9879054889825393,0.016832524017037248
76,07.470.238/0001-20,,,,,0.03750402980269891
77,07.512.856/0001-95,,,,,0.012616446964024353
78,07.586.786/0001-10,,,,,0.01555826055976267
79,07.627.296/0001-14,,,,,0.016645650948907634
80,07.647.416/0001-45,,,,,0.017734011926260316
81,07.648.688/0001-60,0.23653588989864516,,0.03106794217101711,0.044443203619117334,0.012706231969840467
82,07.661.541/0001-00,,,,,0.015604954751744499
83,07.661.574/0001-50,,,,,0.048702686081715754
84,07.665.528/0001-29,,,,,0.031506383688206026
85,07.742.597/0001-99,-0.4114120788910012,,0.00652873058786773,0.45318419459397535,0.01703301198112297
86,07.753.199/0001-78,,,,,0.014433628081702739
87,07.857.488/0001-17,,,,,0.011786681919250473
88,07.858.003/0001-00,,,,,0.013745139436770382
89,07.904.994/0001-10,,,,,0.01649509188606067
90,07.965.745/0001-34,,,,,0.019136494110228223
91,08.004.639/0001-57,,,,,0.016063969760556795
92,08.053.594/0001-00,,,,,0.02077672055027006
93,08.057.405/0001-78,,,,,0.01634177811792688
94,08.058.592/0001-04,,,,,0.01446968906714665
95,08.058.600/0001-12,,,,,0.01666654470698927
96,08.077.348/0001-99,,,,,0.02093487698745908
97,08.078.618/0001-86,,,,,0.019653006554247267
98,08.087.377/0001-31,,,,,0.017531465971638262
99,08.112.360/0001-97,0.049223036231288514,-0.8573807463350493,0.004115434736374741,0.7684248950018406,0.017455556611821802
100,08.155.419/0001-24,,,,,0.01904741400374443
101,08.156.628/0001-92,0.17753640508055357,,0.07849480955684893,-0.0243022355709289,0.01724637401610664
102,08.160.769/0001-89,,,,,0.016818644373644873
103,08.166.002/0001-67,,,,,0.014332547478618339
104,08.241.199/0001-51,,,,,0.014354673997258033
105,08.244.010/0001-84,,,,,0.014267905509482978
106,08.244.542/0001-11,0.13527761189599585,0.741136928139307,-0.03532774629869667,-0.2431725149273152,0.01451123451890679
107,08.246.287/0001-46,0.47007017747843705,-0.8850363456802952,0.05419691225747517,0.085313250914505,0.017532956619390697
108,08.258.421/0001-29,,,,,0.026190688065602184
109,08.277.605/0001-36,,,,,0.012568522092457138
110,08.278.743/0001-30,,,,,0.013467621311460449
111,08.296.706/0001-54,,,,,0.016517226908220255
112,08.296.871/0001-06,,,,,0.015225633451360437
113,08.297.689/0001-70,0.28875964543012744,,0.054363809664471366,-0.22613641204541016,0.01271182159753059
114,08.297.722/0001-61,,,,,0.012787388235975632
115,08.389.857/0001-57,,,,,0.023555446593078386
116,08.395.650/0001-95,,,,,0.018580939406832933
117,08.400.983/0001-65,-0.04722077589195838,,-0.8940612258819747,-0.9772555255069129,0.013774695862493327
118,08.411.497/0001-42,,,,,0.01703383253631959
119,08.418.157/0001-43,-0.09760371588991924,,0.013461558460079822,-0.36728054091946283,0.01714858778195928
120,08.487.045/0001-44,,,,,0.021508037978171704
121,08.507.690/0001-81,,,,,0.012792721503507637
122,08.532.876/0001-90,0.10532591098400176,,0.02046615818852935,-0.8067499600416879,0.012093973549526594
123,08.533.743/0001-39,,,,,0.02086983737071845
124,08.543.313/0001-06,-0.051805272911337026,0.5171698467162251,-0.15628788446924594,-0.15714729486727136,0.018255168972540297
125,08.543.320/0001-08,,,,,0.018219977451426072
126,08.543.343/0001-04,,,,,0.01711059816670076
127,08.611.059/0001-28,,,,,0.014335933227652638
128,08.611.108/0001-22,,,,,0.01441968810740903
129,08.611.114/0001-80,,,,,0.01125982494528312
130,08.611.207/0001-04,,,,,0.020068144391620486
131,08.613.276/0001-57,,,,,0.013348876727345516
132,08.613.597/0001-51,-0.09011088783414697,,-0.022135376867113962,0.1189117825395765,0.013175787491589507
133,08.616.592/0001-82,,,,,0.014813788125635618
134,08.616.595/0001-16,,,,,0.014509014324312442
135,08.645.144/0001-07,,,,,0.0200233282321869
136,08.680.817/0001-60,0.28875964543012755,,0.08967422400149132,-0.7493685736327024,0.012902314780907528
137,08.699.452/0001-15,,,,,0.022291781556849705
138,08.703.177/0001-66,,,,,0.011107559119381237
139,08.708.312/0001-66,,,,,0.016135588830746415
140,08.708.941/0001-96,,,,,0.01261546892303122
141,08.710.999/0001-74,,,,,0.015875032571617306
142,08.719.850/0001-56,,,,,0.027588389068063237
143,08.740.281/0001-20,,,,,0.010677375163995024
144,08.749.140/0001-79,,,,,0.020711467490476837
145,08.767.757/0001-17,,,,,0.01638546172431987
146,08.800.532/0001-15,-0.09074772918415831,,-0.5733588970971992,,0.01268700037635114
147,08.807.626/0001-16,,,,,0.012357169883655872
148,08.810.257/0001-10,,,,,0.013021470193585578
149,08.813.574/0001-90,,,,,0.016303011172653536
150,08.815.327/0001-23,,,,,0.019668422709512568
151,08.817.807/0001-23,-0.21631963127476417,,0.12719648795514474,-0.9600557991725436,0.018044658527992922
152,08.818.471/0001-13,,,,,0.02297027426846002
153,08.822.067/0001-13,,,,,0.02123608121390528
154,08.824.167/0001-89,,,,,0.026274211339025046
155,08.828.843/0001-92,,,,,0.01694038208944848
156,08.833.200/0001-37,-0.3112603808141332,,-0.036765108814188915,-0.5513661865972194,0.017003117137158887
157,08.833.409/0001-09,,,,,0.013684662719497363
158,08.834.222/0001-11,,,,,0.01116706434618516
159,08.868.000/0001-10,,,,,0.01320722202379923
160,08.868.495/0001-87,,,,,0.012631535765864224
161,08.869.538/0001-49,,,,,0.11079862188576714
162,08.915.842/0001-85,,,,,0.012021824972860902
163,08.920.991/0001-32,,,,,0.017617323854755895
164,08.921.003/0001-70,,,,,0.015801420505407563
165,08.927.387/0001-38,,,,,0.016906308100115588
166,08.940.177/0001-80,,,,,0.01476176654512283
