,CNPJ,IbovCorrelation,SELICCorrelation,flowCorrelation,avgTicketCorrelation,vol
0,00.089.915/0001-15,0.5887826920301189,-0.7864007143555838,0.044237438318606714,-0.3926219832013322,0.01707796668241942
1,00.346.750/0001-10,0.33225114011720913,-0.5579347960635308,-0.04031618301031088,0.5098326737676309,0.026558432449569867
2,00.400.490/0001-13,0.6847795607479292,-0.9642702799825161,0.06458748107138132,-0.8555306810692564,0.032439769471728705
3,00.539.553/0001-17,0.7578193779588434,-0.8577094524408128,0.08840929532343576,-0.8825857044582536,0.028563773246993898
4,00.826.903/0001-26,-0.7948765086881682,0.9909969273343148,0.07068092884438695,0.31441781395747304,0.027392049340655176
5,00.829.163/0001-81,-0.8403625282117244,0.9513887541012065,0.026242999325335366,-0.9690686190291686,0.034123851465009236
6,00.840.008/0001-66,-0.837742514880434,0.9834274825279145,0.20866465950680768,-0.8346367296464274,0.0226002540894011
7,00.857.361/0001-59,-0.7561884699275627,0.9829469274979215,-0.06491012255133531,-0.009843007959625855,0.02579912747001265
8,00.947.958/0001-94,0.560662350827013,-0.883309071542344,-0.016817368407514542,-0.7571215079777753,0.02979792430090268
9,00.973.117/0001-51,-0.6790929431917248,0.8892382819000098,0.2540989997293352,0.473356415604412,0.023577859108281654
10,01.099.040/0001-03,,,,,0.030702882901948884
11,01.111.801/0001-97,,,,,0.023771697609089662
12,01.174.068/0001-50,,,,,0.03288781898529298
13,01.221.890/0001-24,-0.8198800109850709,0.958238787387662,0.22570942451027012,-0.15486238099664715,0.016369188199021896
14,01.231.931/0001-63,,,,,0.02637647744560991
15,01.309.845/0001-26,,,,,0.025762693861492686
16,01.353.626/0001-44,0.7549534528562234,-0.8627033340070434,0.11905471031932317,-0.9888693020162627,0.030010101889671938
17,01.394.744/0001-09,0.817616361642963,-0.9894368212319381,0.2744566063264652,0.9951624495831618,0.03494255788162044
18,01.541.649/0001-82,-0.7763748781862101,0.9860389844580509,0.18936289337308337,-0.9657883076502033,0.023045427837891496
